"","cond","Site01_AIC","Site02_AIC","Site03_AIC","Site04_AIC","Site05_AIC","Site06_AIC","Site07_AIC","Site08_AIC","Site09_AIC","Site10_AIC","Site11_AIC","Site12_AIC","Site13_AIC","Site14_AIC","Site15_AIC","Site16_AIC","Site17_AIC","Site18_AIC","Site19_AIC","Site20_AIC","Site21_AIC","Site22_AIC","Site23_AIC","Site24_AIC","Site25_AIC","Site26_AIC","Site27_AIC","Site28_AIC","Site29_AIC","Site30_AIC","Site31_AIC","Site32_AIC","Site33_AIC","Site34_AIC","Site35_AIC","Site36_AIC","Site37_AIC","Site38_AIC","Site39_AIC","Site40_AIC","Site41_AIC","Site42_AIC","Site43_AIC","Site44_AIC","Site45_AIC","Site46_AIC","Site47_AIC","Site48_AIC","Site49_AIC","Site50_AIC","Site51_AIC","Site52_AIC","Site53_AIC","Site54_AIC","Site55_AIC","Site56_AIC","Site57_AIC","Site58_AIC","Site59_AIC","Site60_AIC","Site61_AIC","Site62_AIC","Site63_AIC","Site64_AIC","Site65_AIC","Site66_AIC","Site67_AIC","Site68_AIC","Site69_AIC","Site70_AIC","Site71_AIC","Site72_AIC","Site73_AIC","Site74_AIC","Site75_AIC","Site76_AIC","Site77_AIC","Site78_AIC"
"11","19_Unmanaged Previous Intensive Ag Land_Oxisol",9.53602814922784,10.8121312961783,11.7865506910916,8.21884286312296,7.86235598797291,8.05044365591257,6.03784635628344,6.96797998279434,5.3198764981006,1.59621804429083,3.12280009591598,1.25577466374356,9.76479861247434,9.22877907377941,10.8023187194406,6.80125943135899,6.67467516501411,6.65813640123646,7.16849728036113,3.56122813091673,3.45604282529815,7.73707795091846,8.92934433193537,8.77637541044476,5.99076135763674,6.35900936648547,6.58888915578316,11.6045815617212,9.92185682916013,13.0911507434986,5.85734236333715,6.77024948200399,7.66104556092313,6.84495283702057,6.6688783226627,9.35280785202458,8.22067248640645,8.30106505793014,10.7911002832319,7.38746145979661,8.56873265892923,6.74754933147701,4.47847148890056,4.62088347497568,5.20939482021733,2.3592506500471,1.22821344098155,2.42116295481162,0.899671142295047,1.43050059124759,1.57541892027115,NA,-5.0908951528611,NA,1.78450262527291,0.905916250913272,1.42509449395268,4.58996971762954,3.89539582758372,4.11469394205103,3.31280664835537,4.70486898158861,3.51681823469981,5.23458083980568,2.79225521286932,4.36279663774299,5.45298177953871,4.09359386722182,6.9520826384002,0.371381665001693,-2.07844412367958,-0.517872783572884,-1.86506469000892,-1.17018275805723,-0.53544175828923,NA,NA,-9.75699725716633
"12","2_Organic Cropland_Mollisol",9.53596888557494,10.8120813486886,11.7865571372506,8.21895929722431,7.86254517789363,8.0508874522379,6.03778194672444,6.96785503670104,5.31975902282306,1.59488180955272,3.12300961674923,1.25518683941779,9.76515091409284,9.22904511488677,10.8023287385347,6.80149552009266,6.67492100066676,6.65848632614691,7.16949121871394,3.56273750984736,3.45778116461847,7.73743389324967,8.93005506258848,8.77675782254198,5.99062975878152,6.35894482105155,6.58899068184262,11.6045900437748,9.92187610787165,13.0912687115369,5.85727889981898,6.77019308272891,7.66094802888489,6.8449599822924,6.66888209188191,9.35308932378541,8.22052393189239,8.3018685254222,10.7910001237412,7.38744043287678,8.56872545045752,6.74755490655878,4.47924006001081,4.62228585315359,5.21071208488095,2.35428852492307,1.2032690504712,2.41602769333781,0.898965944775854,1.43313430928674,1.58944063381561,NA,-5.16243778615975,-8.27800352160256,1.79141549260927,0.922460040229297,1.44039123240969,4.59299072543658,3.89914008885646,4.11962831131465,3.315096104515,4.7056892404139,3.51807454394443,5.23423446331003,2.79540882748986,4.36267300325511,5.45298177953489,4.09357480446364,6.95208263850725,0.363799215019232,-2.16576204667164,-0.525564922068109,-1.87760962568957,-1.24573422899086,-0.542336826669507,-8.41267198201442,NA,NA
"13","20_Unmanaged Previous Intensive Ag Land_Oxisol",9.53645693050051,10.8124911278038,11.7865009085531,8.21799936098864,7.8609885144752,8.0472441399819,6.0383027832972,6.96886848733992,5.32069788850608,1.60468516987922,3.1212159980158,1.25946044875034,9.7622434178935,9.22682907866831,10.8022432829975,6.79957702546372,6.67293515771314,6.65564012818093,7.16140799399036,3.55073889100204,3.44383284846263,7.73449933686478,8.92420206342054,8.7736015378141,5.99165176987555,6.35946818883569,6.58816084137936,11.6045195270147,9.92171634636295,13.0902917723155,5.85779411713742,6.77065021860099,7.66173641854925,6.84489658109755,6.66885035404673,9.35076391072984,8.22174539391884,8.29527653787431,10.7918294009336,7.38761223072992,8.56878455631509,6.74750913355939,4.47296669960019,4.61092368133185,5.19977135028106,2.36481496031727,1.33875976721272,2.43345232359,0.848779841824819,1.3686402598896,1.47337394287589,-6.84875914849751,-4.66961459991067,-7.64675840121612,1.7401196489802,0.80040593902477,1.32511838590017,4.56837146555067,3.86882252300858,4.07991121381807,3.29643691178575,4.69893902659583,3.50779166636804,5.23639302833045,2.76660021220145,4.36223069848524,5.45298177954469,4.09372952491013,6.95208263849203,0.405704078242699,-1.93095025436477,-0.489076712638365,-1.82861063745281,-1.13613015318903,-0.514149618205824,-7.40215986394193,-7.27491790394232,NA
"14","21_Unmanaged Previous Intensive Ag Land_Oxisol",9.53637288998336,10.8124208157934,11.7865111021807,8.2181648298157,7.86125633977784,8.04786965830206,6.038214629033,6.96869646037678,5.32054075674569,1.60317539253914,3.12153394229703,1.25880860354595,9.76274509564305,9.22721475057961,10.8022584771377,6.79990325412866,6.67327094392766,6.65612452772959,7.1627834987905,3.5527370456693,3.44617631421369,7.73500520269805,8.92520994717177,8.77414619279656,5.9914856178739,6.35937937823583,6.58830272915011,11.6045317894912,9.92174402056237,13.0904608888616,5.8577065871415,6.77057267392339,7.66160302635601,6.84490823265856,6.66885593207231,9.35116554473857,8.22153536961074,8.29640767142778,10.7916858768038,7.38758286684203,8.56877442008827,6.74751699287976,4.47403783227359,4.61285027312097,5.20166968799078,2.36718020399796,1.32504498899633,2.43362528602116,0.863953256411832,1.38378675337852,1.49262982606451,-6.95389740222315,-4.73227824757605,-7.76319283195755,1.74811552263057,0.819200398180287,1.34322988658917,4.57256869416292,3.87395980673748,4.08660330473727,3.29961853419316,4.70010054849523,3.50955210518655,5.23613017070568,2.77196540197379,4.36253115840458,5.45298177954181,4.09370324559622,6.95208263849959,0.40097747080137,-1.9310861193184,-0.492519150959476,-1.8321544990689,-1.13603671693756,-0.516363072146475,-7.61309029091665,-7.460444599919,NA
"15","22_Conventional Cropland_Oxisol",9.53457218047746,10.8108892679791,11.7866788725612,8.22169075580863,7.86701318157539,8.06145778046385,6.03616285398464,6.96475020272372,5.3166784287006,1.54266873660691,3.12620781629137,1.23146673494121,9.77339329562589,9.23506904472533,10.8025364706556,6.80732430761856,6.68112639895112,6.66709399085316,7.19395522095394,3.60327886432078,3.50273580417975,7.74579076610171,8.94680569995803,8.78570278762768,5.98686619285692,6.35733942676108,6.59144533599605,11.6047832382034,9.92232101970185,13.0939973612791,5.85570646270915,6.7687876501945,7.6584933672294,6.84508218190579,6.66896401958131,9.35964884613045,8.21700457808212,8.32104831739487,10.7886817623633,7.38693116255181,8.56855300200696,6.7476875699118,4.49787338138869,4.65726405522282,5.24060953113476,1.71558498712594,-0.262770431973252,1.65654318747581,-0.225502665792926,-0.109759920856735,1.10437370363481,NA,-6.61946871177941,-9.33142577829108,2.05295890413888,1.41619647311293,1.82262480419227,4.66664929539051,3.99255057648246,4.24542455523242,3.37099500991817,4.72503807029353,3.54828456939138,5.21796240013523,2.81912645544345,4.34078036974102,5.45298176515468,4.09310209980333,6.952082638463,-0.642980404295475,-4.76647909767086,-2.33996174861386,-4.3358217296072,-4.70620219315714,-2.95055578252873,NA,NA,-10.8856343530256
"16","23_Conventional Cropland_Oxisol",9.53489845169924,10.811170295155,11.7866555822432,8.22105507577563,7.86596828251075,8.05896948315008,6.03655931678679,6.96550402640814,5.31745550315239,1.55982415203541,3.1259227659268,1.23937196822015,9.77147824712585,9.23370426531364,10.8024927962484,6.80591565314298,6.67960212460097,6.66501961044707,7.188056893539,3.59286300006505,3.49150329574665,7.74384401573974,8.9428925974578,8.78362473636916,5.98786585120286,6.35772942434197,6.59086116975234,11.6047392169981,9.92221868316182,13.0933686716403,5.85608747628279,6.76912960694626,7.65909492297849,6.84506176962453,6.66894607976727,9.35812944091111,8.21782981224968,8.31652558567271,10.7892161938194,7.38705253476343,8.56859373110876,6.74765636975465,4.49343439820206,4.64875061300109,5.23384902151924,1.96595452535348,0.189793239955264,1.97394060369516,0.202364034628052,0.495308797232324,1.44112532588832,NA,-6.35157380194067,NA,1.96863288198045,1.29351044188435,1.7472863646003,4.64902818767478,3.96983131077112,4.21435001747007,3.35759895258582,4.72051835746222,3.54112552864734,5.22330957838791,2.82497615679574,4.34969953218263,5.45298176445383,4.09321670521477,6.95208263850705,-0.213172214135271,-4.28787881846947,-1.80168492774681,-3.76068452659063,-4.11712670819494,-2.28342091717274,-9.50015762329303,NA,-10.7280371194876
"17","24_Conventional Cropland_Oxisol",9.53460839196602,10.8109205345772,11.786676441131,8.22162028460234,7.86689719331351,8.06118104200661,6.03620743841763,6.96483476339775,5.31676655220625,1.54479657392342,3.12619852835825,1.23245073031095,9.77318106316861,9.23491885467658,10.8025317684503,6.80716649255602,6.68095482415191,6.66686178950722,7.19329488615908,3.60209061253063,3.50146536583052,7.7455748653012,8.94637139266383,8.78547249530804,5.9869810212231,6.35738318071799,6.59138017396769,11.6047783863041,9.92230970852045,13.093927854045,5.85574918190604,6.76882603407172,7.65856102950715,6.84508016841052,6.6689620650315,9.35948061043976,8.21709625996308,8.32054506997564,10.7887408657878,7.38694470740924,8.56855753594723,6.74768410116234,4.49737825933219,4.65630842053609,5.23986693507207,1.74605921546478,-0.212181678678848,1.69554213615382,-0.176528714400392,-0.0423317935985068,1.14789260111257,NA,-6.59181556846606,NA,2.04278164870271,1.40299593819843,1.81560828650771,4.66468152592181,3.9900017869287,4.2419230970812,3.36949792656197,4.72453657240513,3.54748701119888,5.21860833197688,2.82022006997401,4.34190585479599,5.45298176883608,4.09311495102768,6.95208263849098,-0.592827595958926,-4.71783103840766,-2.28320907818437,-4.27723611349796,-4.64743437294917,-2.88237032773791,NA,NA,NA
"18","25_Organic Cropland_Vertisol",9.53621181699452,10.8122857623232,11.7865300441558,8.21848177781431,7.8617699335354,8.04907069029486,6.03804390708018,6.96836388078464,5.32023439420405,1.60008724786068,3.12213429744277,1.25746775655232,9.7637054431945,9.22794920185951,10.8022870410155,6.80053327956261,6.67392161338189,6.65705953675419,7.16543878186668,3.55664418076618,3.45073481379996,7.73597411784497,8.92714166352819,8.77518874926444,5.99115587468593,6.35920764766149,6.58857584393465,11.6045551463988,9.92179686974997,13.0907839792167,5.85753745367049,6.77042269808111,7.66134464036786,6.84492971533872,6.66886649211128,9.35193392804963,8.22113247516098,8.29858025505236,10.7914116397842,7.38752633391583,8.5687549445152,6.74753208273836,4.47610143765333,4.6165773720293,5.20529194351365,2.36744472887994,1.28896261998514,2.4309180937809,0.887396738685977,1.41015296043692,1.53093615734712,-7.15673219966058,-4.88351639187674,NA,1.76435427178566,0.857734317685711,1.37995398004534,4.58066227791611,3.88390247496469,4.09959902900311,3.30575293458357,4.70232779641704,3.51293813589225,5.2355028376286,2.78182279941589,4.36285640908235,5.45298177953882,4.09365245919629,6.95208263850604,0.389624521518948,-1.93353826864172,-0.501423942155197,-1.84228040887521,-1.13561797782104,-0.522475743825852,NA,NA,-9.46610738044967
"19","26_Organic Cropland_Vertisol",9.5362191099629,10.8122918854866,11.7865292033976,8.21846743284184,7.86174667177851,8.04901624833679,6.03805168753244,6.96837902125742,5.32024841535535,1.60023293253784,3.12210741142724,1.25753122913019,9.7636619944044,9.22791608256784,10.8022857635358,6.80050461715069,6.67389194897041,6.65701701336296,7.16531800432808,3.55646503019859,3.45052648841013,7.73593026574607,8.92705420056206,8.77514158284923,5.99117112934492,6.35921546651091,6.58856344467921,11.6045540899358,9.92179448229205,13.0907693833337,5.8575451508789,6.77042952733792,7.6613564175684,6.84492876690107,6.66886601770725,9.35189917888117,8.22115072747778,8.29848175426264,10.7914240327604,7.38752890083456,8.56875582769566,6.74753139875754,4.47600770150769,4.61640762924998,5.20512841123804,2.36756958275608,1.29091161496027,2.43114313691236,0.886544402115724,1.40907946787847,1.52917300168008,-7.14762614002759,-4.87592544893883,NA,1.76359151775729,0.855915934660148,1.37823338943741,4.58029442875801,3.88344954406193,4.09900575821844,3.30547414621229,4.70222692475666,3.51278448661297,5.23553483380189,2.78138976418908,4.36284907892463,5.45298177953868,4.09365477066725,6.95208263850588,0.390217383519309,-1.93246711894912,-0.50093520235646,-1.84168654594056,-1.13564715473357,-0.522124877931422,-7.95732999233095,-7.77416847257815,-9.45316295941544
"20","27_Organic Cropland_Vertisol",9.53633790664484,10.8123915162375,11.7865152826394,8.21823368935673,7.86136785668321,8.0481302663149,6.03817774809303,6.96862454942052,5.32047480324447,1.60252705295685,3.12166541792826,1.25852792140714,9.76295380522298,9.22737479461921,10.8022647431597,6.80003955428635,6.67341146534531,6.65632686236654,7.16335806640866,3.55357689797151,3.44715883913224,7.73521570532066,8.92562949677023,8.77437277458671,5.99141527037705,6.35934224999595,6.5883619158912,11.6045368768035,9.92175552001738,13.0905311777341,5.85767000701701,6.77054025248072,7.66154721351183,6.84491299356626,6.66885824024355,9.35133258408725,8.22144790557632,8.29687901576072,10.7916262197307,7.38757061695648,8.56877019560443,6.74752026725397,4.47448483681425,4.61365588371133,5.20245823699999,2.36774441148083,1.31837368614837,2.43340693166885,0.869765846641377,1.38988955254912,1.50081171841271,-6.99805016945959,-4.76190917047655,-7.81120367435508,1.75153736345547,0.827284145570931,1.35097961891273,4.57432105327946,3.87610844738237,4.08940681425083,3.30094678334542,4.70058416957793,3.51028618271665,5.23600788479624,2.77415617753272,4.36263033939604,5.45298177954084,4.09369226232012,6.95208263850199,0.398792670930919,-1.93116050748583,-0.494160857913357,-1.83391442692558,-1.13598120399158,-0.517446922416344,-7.69612179798009,-7.53494991986226,NA
"21","28_Conventional Cropland_Vertisol",9.53464373009355,10.8109510286617,11.7866740314597,8.22155149332974,7.86678400637707,8.06091111609028,6.03625080515091,6.96491706688083,5.31685209058535,1.54681444884558,3.12618356138185,1.23338307320574,9.7729738753782,9.23477197846301,10.802527144781,6.80701284142442,6.6807879731608,6.66663566655242,7.19265185733808,3.60093897569694,3.5002313810781,7.74536413318795,8.94594756256034,8.7852476752523,5.98709213519674,6.35742576541979,6.59131666263213,11.6047736409764,9.922298660098,13.0938599423683,5.85579076597892,6.76886338732043,7.65862684123702,6.84507814248238,6.66896014881068,9.35931633419085,8.21718570837201,8.32005427135288,10.7887985947479,7.38695790761394,8.56856195727041,6.74768071749476,4.49689566104344,4.65537844267807,5.23914034290475,1.77520324962033,-0.16276995816952,1.7327928088552,-0.128920746501138,0.0236940420788034,1.18909799364188,-8.52178383056178,-6.56435237890756,NA,2.03302433562948,1.38997507291391,1.80838872055323,4.66276410160957,3.98752103750323,4.23851882913704,3.36803943804203,4.72404713338257,3.54670940940097,5.21922576747223,2.82117589655576,4.3429705626041,5.45298177953624,4.09312746033432,6.95208263849605,-0.544200030480306,-4.66934188893624,-2.22704411679695,-4.21884590490371,-4.5886230200219,-2.81443314098811,NA,NA,-10.8535009722548
"22","29_Conventional Cropland_Vertisol",9.53441791979944,10.8107558586407,11.786688802438,8.22199072946487,7.86750732793192,8.06263828212168,6.03597126425887,6.9643874256422,5.31629760279813,1.53286630099053,3.12617266396966,1.22692383015973,9.77429653048418,9.23570526286292,10.8025560971634,6.80800078438766,6.68186419209416,6.66808875109335,7.19678439688021,3.60843535043426,3.50821633260139,7.74671004912855,8.94865586774231,8.78668287773,5.98636589661602,6.35715170121897,6.59172384675306,11.6048038244916,9.92236907384124,13.0942928096232,5.85552326079514,6.76862290573238,7.65820255970976,6.84509004706639,6.66897224333131,9.36036442493018,8.21661375601801,8.32319575843289,10.788430569239,7.38687325173056,8.56853364920234,6.74770236310526,4.49998932244361,4.66136566047797,5.24375035365483,1.57946892514396,-0.476669759392731,1.48222643294236,-0.434778207976077,-0.392268229578715,0.906736352711764,NA,-6.73197392892483,-9.40336994510046,2.09780359409144,1.47039745186331,1.84770392731199,4.67506528040949,4.00348486216405,4.26048950161718,3.37740153673561,4.72717396848476,3.55169050013432,5.21505761127943,2.81312950709998,4.33558468133559,5.45298176884461,4.09304697928906,6.95208263283064,-0.858154517632365,-4.96255470658366,-2.57240438040794,-4.57184912066255,-4.94077367188197,-3.22529599757,NA,-9.56527373344144,NA
"23","3_Organic Cropland_Mollisol",9.53589358449748,10.812017810116,11.7865651761402,8.21910718422698,7.86278562443262,8.05145190032584,6.03769963184038,6.96769551464388,5.31960832689736,1.59311679746547,3.12327144681093,1.25440811027084,9.76559824947627,9.22938192894156,10.8023413265864,6.80179676409769,6.67523528574238,6.6589326863112,7.17075913899207,3.56467726585052,3.46000827846841,7.73788599711871,8.93095812398038,8.77724337909206,5.99045947244917,6.35886240625083,6.58911998661262,11.6046007717949,9.9219005556952,13.0914183398909,5.85719789450307,6.77012105946035,7.6608233696555,6.84496883763824,6.66888684712636,9.35344659869808,8.2203350848779,8.30289061548392,10.7908730739839,7.38741364918177,8.5687162786645,6.74756199692974,4.48021929301218,4.6240769307583,5.21238097058646,2.34612371659576,1.16732672007938,2.40779124179005,0.893938224008289,1.4323909956564,1.60658871575073,NA,-5.25495979119941,NA,1.80051449630774,0.944190712091591,1.46032312078272,4.59684174101198,3.90392287360016,4.1259433362169,3.31801462420781,4.7067316597133,3.51967386659766,5.23375887529493,2.79924902958306,4.36243876226195,5.45298177819723,4.09355047141945,6.95208263850711,0.352592511836664,-2.29694353520994,-0.537901981422249,-1.90001457109821,-1.39615939547175,-0.554574521752971,NA,NA,NA
"24","30_Conventional Cropland_Vertisol",9.53424673679274,10.8106074093122,11.7866990119657,8.22232315499866,7.86805572763906,8.0639513202302,6.03575544640198,6.96397996021305,5.31586448092751,1.52039703775638,3.12597128010357,1.22112601115742,9.77529719957455,9.23640446083021,10.8025771103062,6.80875949601281,6.68269622173362,6.6692033119244,7.19995481487034,3.61434338029782,3.51443068181004,7.74772932634614,8.95070904506133,8.78776867540042,5.98578923627513,6.35694082395383,6.5920346618332,11.6048264967433,9.92242215242007,13.0946192973624,5.85531760562672,6.76843772671214,7.65787490371457,6.84509741374896,6.6689811739814,9.36115638406716,8.21617957328652,8.32558566314161,10.788152928635,7.38680858813552,8.5685121006154,6.74771880955486,4.50234987301299,4.66597587278512,5.24719130241613,1.41850105687903,-0.708219036633929,1.27708059744468,-0.664441982279226,-0.692129367272019,0.671449491432337,NA,NA,NA,2.14800577000785,1.52537677629847,1.86503156271926,4.68446688653426,4.01576325898191,4.27749110016075,3.38456592022729,4.72954308262006,3.55548575785957,5.21153454622979,2.80381318578438,4.32902719728795,5.45298176481946,4.09298509327969,6.95208263341989,-1.09476823995629,-5.16077679800759,-2.81252569297602,-4.81000815917004,-5.1744332445587,-3.50223930931146,NA,NA,NA
"25","31_Unmanaged Previous Intensive Ag Land_Vertisol",9.53673012901445,10.8127189749806,11.7864662945829,8.21746100489067,7.86011859278453,8.04521604158289,6.03858508967066,6.96942073587632,5.3211962264335,1.60916926368827,3.12016683558835,1.26138075749667,9.7606096469168,9.22556365717541,10.8021925090993,6.7985281317851,6.67186070791322,6.65408155273954,7.15698275974482,3.54442666031905,3.43637545712696,7.73285330179333,8.92092558866231,8.77182765157947,5.99216473442353,6.35975320934491,6.58770246719792,11.6044793566505,9.92162591424633,13.0897394350273,5.85807532656572,6.77089901962389,7.66216346084036,6.84485662973703,6.66883189897056,9.34945484695279,8.22242724030908,8.29161085056747,10.7922980714661,7.38770706401858,8.56881738863246,6.74748365090762,4.46951118530522,4.60474476104556,5.19356327432314,2.34917905948488,1.36525912579606,2.42780773137893,0.792657246065368,1.31824896078031,1.415328106784,-6.53943383441467,-4.5592543931023,-7.28314529836008,1.71612613175093,0.745018548670044,1.27098227874685,4.5548487746223,3.85235815003784,4.05856747944828,3.28618339655971,4.69516609420977,3.50209840850116,5.23695739011048,2.74831428811647,4.36068458302805,5.45298177951724,4.0938139354758,6.95208263850706,0.417242794549631,-1.93071437361262,-0.481242832638289,-1.82122530442361,-1.13626937504398,-0.509389528096921,-6.63065961897316,-6.6535150897629,-8.16497567740561
"26","32_Unmanaged Previous Intensive Ag Land_Vertisol",9.53644709425222,10.8124829037465,11.7865021126585,8.21801873127691,7.86101985606571,8.04731731272527,6.03829249782463,6.96884840560192,5.32067959228624,1.6045118520918,3.12125335324277,1.25938574770658,9.76230215676458,9.22687430518097,10.8022450716689,6.79961512037035,6.67297432907807,6.65569670197429,7.16156863780348,3.55097134919292,3.44410591096268,7.73455855574648,8.9243200285708,8.77366531029794,5.99163252972084,6.35945782205893,6.58817742664413,11.6045209697055,9.92171958746668,13.0903115847791,5.8577838976016,6.77064116740129,7.66172085591651,6.84489796043204,6.66885100932499,9.35081094470785,8.22172081910984,8.2954088427269,10.7918125871662,7.38760879862458,8.56878337083871,6.74751005293672,4.47309186774152,4.61114853956818,5.19999382384034,2.36516120578185,1.33731310754988,2.43351941138428,0.850631848309273,1.37043893074155,1.4755965242682,-6.86095344557993,-4.67629405149225,-7.66042449162671,1.74103954980719,0.802560845871339,1.32720162695231,4.56886180902751,3.86942202647569,4.08069136392248,3.29680862500327,4.69907495267846,3.50799749103873,5.23636449412395,2.76723529495127,4.36227032327078,5.45298177954429,4.09372645681126,6.95208263849315,0.405185796210727,-1.93096372400875,-0.489447112123449,-1.82898270634208,-1.13612134332461,-0.514384035403258,-7.42767093315052,-7.29705474694872,NA
"27","33_Unmanaged Previous Intensive Ag Land_Vertisol",9.53654222921276,10.8125623856719,11.7864903440245,8.21783134632518,7.86071678422695,8.04661004694249,6.03839162126473,6.969042051424,5.32085550755617,1.60615199625202,3.12089065498939,1.26009128061235,9.76173379403054,9.22643590385147,10.8022276573478,6.79924763993055,6.67259689986709,6.6551508707328,7.16001877111508,3.54873837217156,3.44147833562367,7.73398566491541,8.92317908182166,8.77304823558609,5.99181635040807,6.35955778074644,6.58801725540228,11.6045070441528,9.92168818933689,13.0901197414265,5.85788246140296,6.77072843548726,7.66187082524189,6.84488444676401,6.6688446447526,9.35035575578907,8.2219584291591,8.29413015767073,10.791975384476,7.38764194167297,8.56879482673449,6.74750116634566,4.47188344257702,4.60898075358196,5.19783896256698,2.36111051735445,1.34970679919879,2.43241390413218,0.832060203253044,1.35289014050663,1.45447202049288,-6.74507838767107,-4.61940960556279,-7.52868854122387,1.73231276507012,0.782203501505374,1.30745253521263,4.56412938531251,3.86364336732815,4.073180167719,3.29322090270752,4.69776053005531,3.50600923986323,5.23661608244792,2.76101917554315,4.36183886467704,5.45298177954652,4.09375604609601,6.95208263847882,0.40985742388867,-1.93085264146868,-0.486168430196301,-1.82576358655186,-1.1361911258448,-0.512339304870011,-7.17240271269579,-7.07964047648341,NA
"28","34_Conventional Cropland_Andisol",9.53718019522111,10.8130919108687,11.7864043216598,8.21657274706961,7.85868813034097,8.04189271679337,6.03903639367834,6.97030782216693,5.32197752968985,1.61538087540658,3.11841391479576,1.26399669573867,9.75790844157818,9.22344016912956,10.8021042408033,6.7968380087193,6.67014572982004,6.65156665948804,7.14984388127686,3.53460111295864,3.42460260610996,7.7301363830821,8.9155277478958,8.76889418667047,5.99292292196815,6.36021075577742,6.58695684128069,11.6044120405171,9.92147533786562,13.0888208003916,5.85852775267602,6.7712982553098,7.66284570999902,6.8447840186447,6.66880043037936,9.34728701848776,8.22354750409366,8.28560975461248,10.7930772450083,7.38786124748369,8.56887108371011,6.74744189655298,4.46390781623074,4.59483888430508,5.18322754582374,2.30716037769812,1.37158601084508,2.40957097853036,0.697966243118346,1.24278543901059,1.33545779656893,-6.27998161054388,-4.64247488788195,-6.94993259587969,1.68219340490254,0.670036745256527,1.19589599702577,4.53297819716001,3.82600790104601,4.02473439900358,3.26958589347892,4.6889621023916,3.49281839197388,5.23699370501663,2.71627750683378,4.35647554607154,5.45298177954453,4.09394968428662,6.95208263850401,0.428722232427964,-1.93055733711279,-0.474120394247053,-1.81522424908522,-1.13634797449732,-0.505357526694674,-5.82073655054274,-6.17020371352286,-6.69167814909609
"29","35_Conventional Cropland_Andisol",9.53713705507623,10.8130562945824,11.7864105300559,8.21665795739565,7.85882509186569,8.04221031034415,6.0389938562894,6.97022398973817,5.32190469426469,1.61483971399002,3.11858223517778,1.26377106243149,9.75816788567436,9.22364580069523,10.8021129516889,6.79699801295351,6.67030723528606,6.65180492448835,7.15052015006624,3.53551365070384,3.42570447048366,7.73039709333229,8.91604516174872,8.76917597412615,5.99285476710948,6.3601675323118,6.58702780367196,11.6044185545914,9.9214898581517,13.088909328748,5.85848495766786,6.77126054750895,7.66278142915633,6.84479133954958,6.66880350383982,9.34749541611721,8.22344028684449,8.28618295495543,10.7930021736689,7.38784657742104,8.56886595789016,6.74744588649008,4.4644400732246,4.59577396974594,5.18422346557384,2.311705039749,1.37222735505759,2.41155590550042,0.706653843780368,1.24940811921356,1.3423202471972,-6.28893389338093,-4.62547433722809,-6.96151606032613,1.68518534510768,0.676469509915077,1.20241736622014,4.53505260875712,3.82849260678297,4.02790766089784,3.27116112706766,4.68955607754147,3.49370255380014,5.23703516639422,2.71941608812627,4.35695865734832,5.45298177954034,4.09393684692126,6.95208263850612,0.427880407305106,-1.93056714471036,-0.474623776462267,-1.81562864147243,-1.13634335475423,-0.505634184788795,-5.83232191738995,-6.16849273896956,-6.77987889172401
"30","36_Conventional Cropland_Andisol",9.53716630769129,10.8130804484174,11.7864063264685,8.21660017920077,7.8587322168869,8.04199493363083,6.039022716665,6.97028086243255,5.32195412909676,1.61520780536958,3.11846809422683,1.26392458567908,9.7579919725455,9.22350641355298,10.8021070507846,6.79688947111024,6.67019765605745,6.65164329701755,7.15006140123559,3.53489421763339,3.42495671412482,7.73022031620166,8.91569431269485,8.76898491287508,5.99290108412997,6.36019685589123,6.58697967357126,11.6044141380331,9.92148001425091,13.0888493076923,5.85851398892085,6.77128612930037,7.66282504225587,6.84478638363721,6.66880142109385,9.34735411965766,8.22351299284587,8.2857942310363,10.7930530696524,7.38785652744353,8.56886943411901,6.74744318069307,4.46407904637005,4.59513957495449,5.18354826036703,2.3086312674665,1.37181315803994,2.41021300363692,0.70075024931859,1.2449025807498,1.33764989657552,-6.28253628052186,-4.63688050881685,-6.95322116967183,1.68315105137812,0.672091792758521,1.19798094287334,4.53364547467828,3.82680682983473,4.02575433541192,3.27009262894266,4.68915329573979,3.49310289512467,5.23700804686171,2.71728898453226,4.35663277405723,5.452981779543,4.09394555570637,6.95208263850463,0.428455809295226,-1.9305604167083,-0.474279417566106,-1.81535169652115,-1.13634652762164,-0.505444796707982,-5.82288068961741,-6.16872355775009,-6.71757873308874
