site;experimentalTreatment_1;carbonMean;carbonSD;carbonSE;carbonUnits;nitrogenMean;nitrogenSD;nitrogenSE;nitrogenUnits;bulkDensityMean;bulkDensitySD;bulkDensitySE;replicates;pH;redox;percentClay;percentSand;percentSilt;microbialBiomass;microbialBiomassUnits
;temperature;;;;;;;;;2.65;;;;5.75;;;;;;
