site,experimentalTreatment_1,experimentalTreatment_2,experimentalTreatment_3,carbonMean,carbonSD,carbonSE,carbonUnits,nitrogenMean,nitrogenSD,nitrogenSE,nitrogenUnits,bulkDensityMean,bulkDensitySD,bulkDensitySE,replicates,pH,redox,percentClay,percentSand,percentSilt,microbialBiomass,microbialBiomassUnits
make sure names match your yaml file,change column name above to match what is in yaml file,delete column if not needed,delete column if not needed,,,,"should be percent, g/gSoil, mg/gSoil",,,,"should be percent, g/gSoil, mg/gSoil",needs to be in g/cm^3,,,,,needs to be in mV,,,,,
